iter	RMSE
319	84.12801945
320	83.94934443
321	83.7207079
322	83.44873108
323	83.16329068
324	82.94383602
325	82.77295047
326	82.56004789
327	82.46308253
328	82.30569655
329	81.91648186
330	81.54816049
331	81.44542237
332	81.07433904
333	80.74519952
334	80.64516175
335	80.40206349
336	80.30614566
337	80.24671599
338	80.06439267
339	79.97816488
340	79.9219602
341	79.60575034
342	79.46288205
343	79.28776819
344	79.00787316
345	78.83278072
346	78.52363062
347	78.16533402
348	77.84381432
349	77.55443896
350	77.26082411
351	77.09992388
352	76.87942221
353	76.57729319
354	76.35941006
355	76.15497401
356	75.98713782
357	75.69103403
358	75.5503324
359	75.28414232
360	75.05852454
361	74.91022123
362	74.78336764
363	74.61691242
364	74.32155033
365	74.23195711
366	73.88456181
367	73.71720414
368	73.67910982
369	73.51361863
370	73.30851648
371	73.09189014
372	73.01601176
373	72.9319833
374	72.58214177
375	72.40867743
376	72.14166563
377	71.86365628
378	71.71413167
379	71.54373219
380	71.46356044
381	71.17384612
382	70.93762769
383	70.76327728
384	70.59483526
385	70.42053022
386	70.27465729
387	70.13812455
388	70.00471273
389	69.69985849
390	69.57786051
391	69.46091683
392	69.17982787
393	68.91784151
394	68.79171891
395	68.67126781
396	68.50192096
397	68.24498811
398	68.06902738
399	67.7974725
400	67.65230034
401	67.42606496
402	67.16518396
403	67.05266626
404	66.8689864
405	66.76235071
406	66.60231575
407	66.45996582
408	66.36417331
409	66.09578994
410	65.85628998
411	65.69256954
412	65.58142975
413	65.47910585
414	65.25731119
415	65.19039601
416	65.12545065
417	64.93079308
418	64.82719731
419	64.66037522
420	64.46682104
421	64.35211251
422	64.24921646
423	64.00367789
424	63.93732916
425	63.83312916
426	63.67699983
427	63.58312249
428	63.48087518
429	63.42334475
430	63.23056241
431	63.13114854
432	62.91401444
433	62.67538056
434	62.46633786
435	62.37150674
436	62.23568489
437	62.14479177
438	62.02294672
439	61.96649976
440	61.78135545
441	61.71982989
442	61.4617482
443	61.26167011
444	61.20142395
445	61.01775555
446	60.86372506
447	60.72886176
448	60.60876145
449	60.37401927
450	60.20605401
451	60.13069249
452	59.93093891
453	59.81198991
454	59.57051887
455	59.51501907
456	59.35229097
457	59.26789871
458	59.21466029
459	59.11237965
460	59.0682368
461	58.91400851
462	58.71350998
463	58.58808265
464	58.5408899
465	58.46655928
466	58.4165593
467	58.37579404
468	58.26401807
469	58.10427954
470	57.93333831
471	57.78966828
472	57.55604451
473	57.45363789
474	57.31325891
475	57.19175433
476	57.0954015
477	57.04423613
478	56.96185555
479	56.86365877
480	56.7364224
481	56.56048443
482	56.45598622
483	56.38955338
484	56.30732809
485	56.16952052
486	56.11716984
487	55.98710312
488	55.7744605
489	55.67321709
490	55.61162203
491	55.44120379
492	55.34719385
493	55.21156301
494	55.12549552
495	54.95562159
496	54.82444947
497	54.713823
498	54.63680699
499	54.4432047
500	54.35690207
501	54.28559592
502	54.21805213
503	54.12556826
504	54.08743478
505	54.05040772
506	53.98431414
507	53.82633766
508	53.6706166
509	53.55969858
510	53.46443045
511	53.430898
512	53.36162964
513	53.32441957
514	53.16808636
515	53.10021702
516	52.94658715
517	52.83524638
518	52.79640774
519	52.708229
520	52.59568239
521	52.5344838
522	52.41603655
523	52.29238865
524	52.24171177
525	52.09154129
526	52.04029411
527	51.97914602
528	51.89314967
529	51.78156478
530	51.66541823
531	51.51705312
532	51.3687665
533	51.23701523
534	51.1761242
535	51.06245168
536	51.01415175
537	50.82640029
538	50.7637271
539	50.73124959
540	50.68483013
541	50.61513348
542	50.46590644
543	50.36395921
544	50.27799803
545	50.21678707
546	50.10676804
547	50.07594111
548	49.95178749
549	49.92865172
550	49.89909588
551	49.80557723
552	49.72363994
553	49.63246675
554	49.59688464
555	49.56810183
556	49.47123663
557	49.44569662
558	49.41812533
559	49.35755613
560	49.26325025
561	49.16817735
562	49.14754094
563	49.009768
564	48.86191156
565	48.83275773
566	48.81247319
567	48.78446616
568	48.67111482
569	48.61384412
570	48.49711404
571	48.3634403
572	48.23276201
573	48.19587537
574	48.10737099
575	48.07381231
576	48.03272279
577	47.9747069
578	47.84179077
579	47.74027353
580	47.65365024
581	47.52394242
582	47.49187795
583	47.43734589
584	47.3236697
585	47.25585645
586	47.16882793
587	47.06524753
588	47.00252666
589	46.97218248
590	46.88888899
591	46.84495835
592	46.77956124
593	46.74803056
594	46.62643796
595	46.51909977
596	46.38220076
597	46.24625003
598	46.21994961
599	46.09748047
600	46.06032824
601	45.94200211
602	45.86329675
603	45.80083902
604	45.707362
605	45.6714598
606	45.60836409
607	45.57007652
608	45.51469307
609	45.43762896
610	45.39443936
611	45.32372583
612	45.26133944
613	45.14168473
614	45.10887857
615	45.03988477
616	44.92979724
617	44.82701167
618	44.74350387
619	44.65992531
620	44.54898595
621	44.46389327
622	44.39356123
623	44.3102939
624	44.20471161
625	44.12251232
626	44.09117419
627	43.98549456
628	43.93530685
629	43.85983454
630	43.73926692
631	43.63187024
632	43.57295041
633	43.50949446
634	43.46968148
635	43.41976417
636	43.32907542
637	43.29554231
638	43.2508937
639	43.19040303
640	43.09248796
641	43.03305741
642	42.93730783
643	42.86919064
644	42.77226836
645	42.72374533
646	42.62348095
647	42.54883497
648	42.44502825
649	42.40746882
650	42.37674801
651	42.31648992
652	42.28423203
653	42.20069357
654	42.14959997
655	42.07692826
656	42.03691871
657	41.97606982
658	41.94846149
659	41.87128538
660	41.80985104
661	41.76080221
662	41.71404651
663	41.63180153
664	41.60631513
665	41.51064085
666	41.44203072
667	41.38768598
668	41.28021664
669	41.21253292
670	41.18519479
671	41.12600668
672	41.07113854
673	40.99510387
674	40.96916429
675	40.91055805
676	40.80035954
677	40.71101887
678	40.6305857
679	40.54182262
680	40.44292997
681	40.36972976
682	40.29369543
683	40.23659499
684	40.16228773
685	40.09834142
686	39.995243
687	39.94557182
688	39.84988497
689	39.77601467
690	39.71970532
691	39.63646944
692	39.58914088
693	39.51961859
694	39.44190601
695	39.35459716
696	39.27766099
697	39.21918578
698	39.12792123
699	39.07535517
700	39.02627748
701	38.93723747
702	38.87607291
703	38.83052789
704	38.79129316
705	38.72155473
706	38.65880628
707	38.59976908
708	38.52804469
709	38.48846124
710	38.43608714
711	38.36589196
712	38.32288233
713	38.28001714
714	38.23183976
715	38.19991668
716	38.15764183
717	38.11125948
718	38.02464975
719	37.96159598
720	37.86210926
721	37.80112233
722	37.7651251
723	37.66211968
724	37.62903999
725	37.60689255
726	37.50777471
727	37.44225984
728	37.38893616
729	37.35771881
730	37.27308831
731	37.21887931
732	37.14724367
733	37.10278593
734	37.02177406
735	36.97382872
736	36.87997756
737	36.78321595
738	36.72802263
739	36.66788628
740	36.62810546
741	36.59549288
742	36.54772823
743	36.49092297
744	36.45302012
745	36.42934844
746	36.38012977
747	36.30390061
748	36.24572933
749	36.20623862
750	36.11613601
751	36.07146084
752	36.0120546
753	35.97735241
754	35.95055077
755	35.86417876
756	35.81158982
757	35.77257734
758	35.7025371
759	35.65592691
760	35.57048366
761	35.51776421
762	35.48931549
763	35.45993369
764	35.42270948
765	35.37357104
766	35.33143772
767	35.280622
768	35.24141605
769	35.17853834
770	35.13178129
771	35.07918782
772	35.01637457
773	34.95567248
774	34.89005937
775	34.81232668
776	34.77559317
777	34.71552981
778	34.65891099
779	34.61134216
780	34.56737051
781	34.51445049
782	34.45068222
783	34.40266569
784	34.35970684
785	34.3027974
786	34.24494862
787	34.17247839
788	34.13734299
789	34.08727927
790	34.02100209
791	33.95250663
792	33.87857442
793	33.84609
794	33.81947395
795	33.77592466
796	33.71970756
797	33.65535003
798	33.57813815
799	33.52576652
800	33.47837423
801	33.4105316
802	33.34502856
803	33.29466473
804	33.21350108
805	33.17934696
806	33.10573038
807	33.03296444
808	33.01374242
809	32.95429367
810	32.9116688
811	32.85119044
812	32.80662438
813	32.75309348
814	32.71707652
815	32.68747178
816	32.66259272
817	32.63232068
818	32.5835824
819	32.5339726
820	32.49718382
821	32.46665673
822	32.43575256
823	32.3836299
824	32.33467629
825	32.26633951
826	32.24484608
827	32.1881967
828	32.1294173
829	32.06682301
830	32.02009942
831	31.99779723
832	31.95460022
833	31.9131081
834	31.87100239
835	31.80595165
836	31.73972607
837	31.68534016
838	31.64027752
839	31.58342709
840	31.55240338
841	31.50549866
842	31.45382557
843	31.40551233
844	31.34290867
845	31.29051467
846	31.25784697
847	31.22885393
848	31.19251473
849	31.14067479
850	31.12045252
851	31.06434117
852	31.03469024
853	30.99805371
854	30.94757841
855	30.90855035
856	30.8848779
857	30.85002969
858	30.79444733
859	30.76486249
860	30.73750863
861	30.68870265
862	30.64830475
863	30.62154873
864	30.59890697
865	30.5819342
866	30.52397005
867	30.49654455
868	30.48114775
869	30.43061653
870	30.35604416
871	30.34016589
872	30.30898534
873	30.25318016
874	30.22392832
875	30.18723082
876	30.13390187
877	30.08676535
878	30.04309198
879	30.00941654
880	29.95835412
881	29.9197723
882	29.88281252
883	29.8512611
884	29.79930438
885	29.76186686
886	29.72877729
887	29.6623396
888	29.63408644
889	29.59924794
890	29.57875741
891	29.51233874
892	29.46306829
893	29.42348179
894	29.3984461
895	29.34954449
896	29.32295053
897	29.30472148
898	29.24547554
899	29.18993047
900	29.14110244
901	29.11439977
902	29.09029197
903	29.05063944
904	28.99815326
905	28.95895118
906	28.9082909
907	28.87308026
908	28.84373545
909	28.81625385
910	28.78158793
911	28.75053495
912	28.70079475
913	28.65920252
914	28.60343737
915	28.53210675
916	28.49164706
917	28.42177667
918	28.40007018
919	28.35270982
920	28.32980105
921	28.31106758
922	28.29391711
923	28.27136381
924	28.25039879
925	28.21332445
926	28.19614679
927	28.16008263
928	28.10652858
929	28.08672388
930	28.04337615
931	28.00204703
932	27.97922496
933	27.94726938
934	27.91271904
935	27.85025687
936	27.80568351
937	27.7803134
938	27.75417846
939	27.70536643
940	27.6559728
941	27.62184879
942	27.60373631
943	27.55739037
944	27.54123843
945	27.48647879
946	27.44178164
947	27.40514795
948	27.36511689
949	27.33722188
950	27.32116713
951	27.30434642
952	27.26515074
953	27.2476126
954	27.20152193
955	27.18378125
956	27.14224284
957	27.11543489
958	27.08807175
959	27.05641862
960	27.04138675
961	27.01548433
962	26.98312223
963	26.96871982
964	26.92476527
965	26.90236514
966	26.86110971
967	26.84376285
968	26.82746429
969	26.7931935
970	26.76101603
971	26.73866803
972	26.71043681
973	26.68538727
974	26.64748394
975	26.61597309
976	26.58629494
977	26.57123961
978	26.54894683
979	26.52921661
980	26.4945164
981	26.45585672
982	26.44220779
983	26.40766708
984	26.37603254
985	26.35437328
986	26.33214171
987	26.31788009
988	26.27411578
989	26.23983265
990	26.20145329
991	26.18071135
992	26.15578567
993	26.11613232
994	26.07361463
995	26.04944134
996	26.01116072
997	25.98978692
998	25.95161682
999	25.93382997
